username,media_scrape_dt,media_url,medadata_scrape,likes,comments
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1631144987559020065_104827729,2017-11-08 10:28:42.034246,"['bokang_5585', 'luxfashionweb', 'marcymedia', 'pathestic', 'g.e.e.b.s', 'streetemperors', 'topalfatma680', 'innu.outfits_official', 'dalyaofer', 'solantar', 'dresslikeceddy', 'donnamarieartanddesign', 'abc2world', 'fornclakes', 'quimee_store']","['janicevillamor', 'sebschraven', 'fashionistas.in.ulm', '_joiemie_', 'dream_is_to_fly', 'march11.us', 'shlebfashion', 'braddockitaly', 'retinografy', 'akhstudio']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1630594424870086872_104827729,2017-11-08 10:28:43.660334,"['giacomo.bottoni', 'saiyan_ky', 'paperwork.es', 'katerina_zambrano', 'topalfatma680', 'ootdmagazine', 'innu.outfits_official', 'pink.totango', 'lilitheart', 'zieglereduard', 'boutiquehotelawards', 'c.camenzind', 'fornclakes', 'herbapatistyle', 'marketanez']","['arashir88', 'c.camenzind', 'katharinarembi', 'constantin.prozorov', 'r3olivier']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1628265156580379185_104827729,2017-11-08 10:28:45.004481,"['tiffanyallison7', 'saiyan_ky', 'danielson_oliveira_g', 'retinografy', 'paulvonrieter', 'stevenseagalpic', 'ootdmagazine', 'lilitheart', 'levdanielle', 'jejepika', 'plainjane_style', 'c.camenzind', 'mujstyle', 'herbapatistyle', 'home_in_spiration']","['devinluther', 'juandrrade', 'carolinevalgris', 'plainjane_style', 'immyrosengoy', 'planetearthposts', 'nhnsisman', 'flavourvenuesearch', 'lensabl', 'xchubbykitty']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1626978919311638823_104827729,2017-11-08 10:28:46.223482,"['annablascosalvat', 'curlsandsmoothies', 'danielson_oliveira_g', 'lightgeargr', 'gamzeislamoglu', 'kate.dalencar', 'ootdmagazine', 'levdanielle', 'zus93', 'maxcii', 'mlopez_1390', 'marca_la', 'hello.kathie', 'home_in_spiration', 'marina_zharkaya']","['nehirtatar', 'xyrilth', 'gamzeislamoglu', 'pollyan_com', 'srftrn', 'janeincproducts', 'eceislmglu', 'voriagh']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1596986481486616278_104827729,2017-11-08 10:28:50.734560,"['maccosmetics_world', 'hairwonderfulday', 'lightgeargr', 'manganoofficial', 'can_guzell', 'milunacielovenezia1270', 'juandrrade', 'chicandpop', 'levdanielle', 'mygloballife', 'olga.oshivalova', 'marca_la', 'home_in_spiration', 'lisa_dreams_travel', 'thequalityscout']","['yungnrichclub', 'wantgetrepeat', 'lularoenicoledoyle', 'sophiafranceschini', 'missayaviolate', 'emre_durmaz', 'johnmedeirosjewelry', 'koua_mexico', 'chris.topher.richardson', 'thequalityscout']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1595052715595829007_104827729,2017-11-08 10:28:52.375731,"['antdiraff', 'cedbx', 'm.wysocka_', 'christoph_garstenauer', 'moreplanets', 'yuri_architecture_favs', 'brelogan10', 'shopkinboutique', 'agnevin', 'modesens_official', 'emre_durmaz', 'purplejayne', 'abbycleooo', 'cestlaviemermaid', 'aliceachi']","['dressarte', 'travelerspassport', 'califiamojo', '4x4caravan', 'the.j.isaac', 'orugrita', 'danniele_tammjarv', 'maethluin', 'voriagh', 'johnmedeirosjewelry']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1594320685102880948_104827729,2017-11-08 10:28:54.518267,"['antdiraff', 'davimoka', 'caesarstone_il', 'akiremakire', 'zus93', 'lisacampolunghi', 'makeuphall', 'modesens_official', 'she_only_lives_once', 'fabiopierri_', 'hello.kathie', 'juliaenogieru', 'abbycleooo', 'cestlaviemermaid', 'thequalityscout']","['dawnlevynewyork', 'bymichaeljulius', 'devocateur', 'chrysmela', 'sandylisabags', 'pollyan_com', 'lamariakop', 'risaayuu', 'juting_', 'voriagh']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1593476989646087183_104827729,2017-11-08 10:28:55.643421,"['ismlv.elnur', 'danielson_oliveira_g', 'davimoka', 'juandrrade', 'stevenseagalpic', 'travel_treprenuer', 'm.wysocka_', 'lisacampolunghi', 'nilufer_kopuz_islamoglu', 'tatiana_kasfikis_scialom', 'mlopez_1390', 'aloooap', 'fabiopierri_', 'hairwonderfulday', 'cestlaviemermaid']","['andi__bee', 'gamzeislamoglu', 'teonella_', 'rosannafaraci', 'pollyan_com', 'linda_lime', 'akhstudio', 'ozgecebeci', 'cestlaviemermaid', 'cafesociety']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1592391178586465883_104827729,2017-11-08 10:28:57.184477,"['temelkunduraayvalik', 'dripsetpapi', 'daff.ash', 'kaptureway', 'beshwoush_sikkimies', 'm_kiran143', 'designer_modelist', 'kalzee205', 'celina.js', 'marialmc', 'sebliljeblad', 'tommy_8.d', 'hello.kathie', 'minakshi.mahta', 'pienlouise']","['salce197', 'allentaylorstudios', 'akiremakire', 'book_everyday', 'bukarenet']"
gamzeislamoglu,2017-11-08 10:28:39.446547,http://picbear.com/media/1591591189430118597_104827729,2017-11-08 10:29:00.970392,"['sebliljeblad', 'dilekgurzoglu', 'mferzuniga', 'pathestic', 'catheriness_', 'slipintostyle', 'kalzee205', 'lisacampolunghi', 'nilufer_kopuz_islamoglu', 'mlopez_1390', 'risaayuu', 'beslenmedanssmani', 'marko.jamnik', 'inkus', 'birkomiksayfa']","['getupgogo', 'uscranberrytr', 'tguzell', 'oneluvwhit', 'duftfabrik', 'getvnyl', 'lifewithstan', 'voriagh', 'itscmsr_']"
