username,media_scrape_dt,media_url,medadata_scrape,likes,comments
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1630585315646739182_2957424517,2017-10-25 12:46:55.548595,"['cbonelohmkhizeh', 'tsholofelowilliams', 'nkushie_ngcobo', 'thabiso_mdladla', 'l_jay_simamane', 'sabeloncwane', 'allistar_zondi', 'iam_giftano', 'zipho_mbokazi18', 'rodneyvanroos', 'mandisauyanda', 'lindokuhlenxele', 'phindy_x', 'thobekamhlongo', 'realbizanaboy']",['i_am_kingjnr']
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1628440441744891345_2957424517,2017-10-25 12:46:57.181979,"['khanyabhar', 'ntobeko_mnikathi', 'shox_1', 'zamatjie_n', 'iamlg34', 'sandybonoyi', 'king_manyathela', 'mazwai_malight', 'dee_sikhosana', 'rodneyvanroos', 'amnandi_m', '1realphoenix', 'tsholofelowilliams', 'u_cmilloh', 'tandaz_storm']",[]
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1628270792558324635_2957424517,2017-10-25 12:46:58.618157,"['anelemtol0', 'sq_mtshali', 'cast_tidder', 'thandeka.111', 'vee_mnisi', 'sandybonoyi', 'pazaria07', 'sizwedee_', 'iam_giftano', 'mandisauyanda', 'simplymluh.sa', '1realphoenix', 'ob_linx', 'thobekamhlongo', 'tandaz_storm']","['melody_patch_music', 'dee_sikhosana', 'itsyogirl_tia']"
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1627540423236297348_2957424517,2017-10-25 12:47:01.181067,"['cast_tidder', 'sabeloncwane', 'austin_s.m_', 'l_jay_simamane', 'nondumisongobese', 'allistar_zondi', 'iam_giftano', 'djchristor_sa', 'dee_sikhosana', 'sakhile.25', 'simplymluh.sa', 'lindokuhlenxele', 'thobekamhlongo', 'benmwepu', 'tandaz_storm']",[]
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1625613633974547402_2957424517,2017-10-25 12:47:03.121410,"['tw.ndlovu', 'nozzy_binda', 'nokwandakhumalo06', 'lungsanifuze', 'l_jay_simamane', 'iamlg34', 'snohmakhoba', 'king_manyathela', 'mac_caid', 'dee_sikhosana', 'dlaminipumla2', 'lindokuhlenxele', 'zamatjie_n', 'i_am_kingjnr', 'tandaz_storm']",[]
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1622781116397457718_2957424517,2017-10-25 12:47:05.174974,"['melody_patch_music', 'yes_i_am_mzwa', 'lungsanifuze', 'l_jay_simamane', 'free_lekko', 'sandybonoyi', 'desire_jurio', 'dee_sikhosana', 'mazwai_malight', 'mandisauyanda', 'collinzdabrand', 'tsholofelowilliams', 'benmwepu', 'i_am_kingjnr', 'tandaz_storm']","['melody_patch_music', 'djchristor_sa', 'collinzdabrand']"
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1622038720655240424_2957424517,2017-10-25 12:47:07.526318,"['czophiwa', 'castro_mhlungwini', 'popszondi', 'lungsanifuze', 'yes_i_am_mzwa', 'l_jay_simamane', 'dazdilinga', 'sandybonoyi', 'allistar_zondi', '_ndile_shange', 'dee_sikhosana', 'missxjacobs', 'mazwai_malight', 'collinzdabrand', 'i_am_kingjnr']",['dazdilinga']
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1622037931337481760_2957424517,2017-10-25 12:47:08.759725,"['simply_londee', 'treyoctober', 'tw.ndlovu', 'mfundo_mdzori', 'wandyle15', 'melody_shozi', 'siphiwemangethe', 'lord_lue', 'ubuhlegwala', 'derilvanityslave', 'story.inthecity', 'ndlovu42000m', 'nigelclarketv', 'i_am_kingjnr', 'tshegonaps']",['derilvanityslave']
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1620260499697833561_2957424517,2017-10-25 12:47:10.193346,"['fanaticrsa', 'nozzy_binda', 'dumisani_mitro_gumbi', 'theophilussanele', 'siyabongamkhulisi', 'sifundogcumisa', 'free_lekko', 'mukumelathendo13', 'mac_caid', '_ndile_shange', 'kennyspracklin', 'akhona_royalty', 'zamatjie_n', 'i_am_kingjnr', 'sazee_wabantu']","['djchristor_sa', 'ngudu_papi']"
melody_patch_music,2017-10-25 12:46:51.976064,http://picbear.com/media/1620252078793596113_2957424517,2017-10-25 12:47:11.929374,"['julyjones', 'treyoctober', 'amandaradebe', 'dumisani_mitro_gumbi', 'nello_black', 'dazdilinga', 'kamvabotya88', 'melody_shozi', 'djchristor_sa', 'nicolebeta', 'ndileh_g', 'kennyspracklin', 'nolodiale', 'i_am_kingjnr', 'sazee_wabantu']",[]
