username,media_scrape_dt,media_url,medadata_scrape,likes,comments
tu_secreto165,2017-10-23 10:53:41.026156,http://picbear.com/media/1631845960579979435_6257228133,2017-10-23 10:53:43.841734,[],[]
tu_secreto165,2017-10-23 10:53:41.026156,http://picbear.com/media/1631279055037153670_6257228133,2017-10-23 10:53:45.565170,"['bayrissafrian', '_raquel017', '_hibiki_9_', 'f.b.mariam', 'eli_lourdes98', 'luz_perez_muller', 'abri_dee', 'valeen_deville', 'guada_barisic', 'l.o.m.i.t.o']",[]
tu_secreto165,2017-10-23 10:53:41.026156,http://picbear.com/media/1631232884751001749_6257228133,2017-10-23 10:53:46.940353,"['basicbitch.j', '_hibiki_9_', 'f.b.mariam', 'luz_perez_muller', 'guada_barisic', 'httl_ria', 'l.o.m.i.t.o', 'ianma_najus']",[]
tu_secreto165,2017-10-23 10:53:41.026156,http://picbear.com/media/1631215260788886428_6257228133,2017-10-23 10:53:49.028137,"['bayrissafrian', 'wanda_mailen_gonzalez', 'rodriguezaliciacaliz', '_hibiki_9_', 'f.b.mariam', 'luz_perez_muller', 'lulx_lxla', 'carloscerda451', 'katitoalcachofa', 'chio_belen35', 'elfyerth', 'guada_barisic', 'httl_ria', 'l.o.m.i.t.o']","['rodriguezaliciacaliz', 'luz_perez_muller']"
fiona_your_moon,2017-10-23 10:53:51.548338,http://picbear.com/media/1631088578329305999_1195099059,2017-10-23 10:53:54.520894,"['cervezaselcabo', 'moon.moodd', 'thehopleaves', 'sheetlabels', 'sugargo', 'artist_mipark', 'root_pub_', 'wkxoddk', 'douxdouxflower', 'ddkong', 'youngj611', 'theforge_taphouse', 'suji881111', 'whatever_i_can_drink', 'camellia_yoonseo']",['fiona_your_moon']
fiona_your_moon,2017-10-23 10:53:51.548338,http://picbear.com/media/1629680928861290624_1195099059,2017-10-23 10:53:55.715191,"['nothing_lus', 'moon.moodd', 'camellia_yoonseo', '__b.barbie__', 'jshamers', 'l_misscrystal', 'bridge_application', 'sa_sha26', 'sighgraphy_', 'daeheelee7543', 'youngj611', 'funkeun', 'miogi524', '2004magic', 'gentlewm']","['fiona_your_moon', 'camellia_yoonseo']"
fiona_your_moon,2017-10-23 10:53:51.548338,http://picbear.com/media/1629671335842250065_1195099059,2017-10-23 10:53:57.169767,"['__b.barbie__', 'onvi.leather', 'nonmainstreamer', 'oostegh_621', 'sa_sha26', 'tiamwalker', 'darakim212', 'salon_de_yohn', 'windchoco', 'roadtrippinwithbob', 'themilesofadventurefamily', 'kimberlyawalko', 'smuglabs', 'suji881111', 'tacostraficatering']",['fiona_your_moon']
fiona_your_moon,2017-10-23 10:53:51.548338,http://picbear.com/media/1625357913935734000_1195099059,2017-10-23 10:53:58.281273,"['camellia_yoonseo', 'thankyou_haha', 'vanguardwinemerchants', 'iampinkoo', 'darakim212', 'imonlyjames', 'douxdouxflower', 'xxib.yumi', 'xfoxrox', 'sangkwaehwan', 'crom4320', 'andrewkutsenda', 'suji881111', '_s.y_jung', 'petrichor_nnn']",['fiona_your_moon']
fiona_your_moon,2017-10-23 10:53:51.548338,http://picbear.com/media/1624646927205377242_1195099059,2017-10-23 10:53:59.476505,"['chrisburks26', 'beauregard.vineyards', 'pinklybarbie', 'elevatestructure', 'stevenwalden', 'istanbulmodernsf', 'marthastoumen', 'maliqueziegler', 'ras_', 'js._.0903', 'sdwn85', 'bohaanofficial', '_joewallace', 'rladnqls485', 'camellia_yoonseo']","['fiona_your_moon', 'bohaanofficial', 'rladnqls485', 'robburgundy1']"
fiona_your_moon,2017-10-23 10:53:51.548338,http://picbear.com/media/1623132846677956769_1195099059,2017-10-23 10:54:02.246631,"['moon.moodd', 'thankyou_haha', 'comjirak', 'hot0729', 'j1_jung', 'maryh234', 'roccoscafe', 'rebootspa', 'mintevents', 'funkeun', 'jinsfit0707', 'crom4320', 'yasminartist', 'ddsimple', 'moonjjong27']",['fiona_your_moon']
